Physical_Metric,Molecular_Target,Interaction_Contrast,Interaction_Beta,Interaction_P_Value,Interaction_CI_Lower,Interaction_CI_Upper,Model_R2,Model_R2_Adj,Simple_Slope_15C,Simple_Slope_15C_P,Simple_Slope_22C,Simple_Slope_22C_P,Simple_Slope_8C,Simple_Slope_8C_P,FDR_Adjusted_P,Significant_After_FDR
Max_Watts_W,MMP-1,Group_8C vs Group_15C (Reference),5.56390577440232,0.055517265011714924,-0.13121720150547844,11.259028750310119,0.1893473566288364,0.020461389259844087,-2.088319727889007,0.2627077895552006,0.5761230769247372,0.9370285758234025,3.475586046513313,0.11887139025520077,0.8535072291235895,False
BMI_kg·m2,APRIL_per_TNFSF13,Group_22C vs Group_15C (Reference),-1519.0492371093326,0.056096120676235386,-3077.600375696341,39.501901477675574,0.29363669559379846,0.14647767384250654,910.7096473747732,0.11372964839711194,-608.3395897345594,0.26733926246289186,2045.4716407239976,5.24780219279819e-12,0.8535072291235895,False
Skinfold_Thickness_mm,BAFF_per_TNFSF13B,Group_8C vs Group_15C (Reference),-18.15658759530509,0.05720089119535158,-36.868739595368176,0.5555644047579946,0.3701006828687121,0.2388716584663605,8.545036344684801,0.27036964790788764,-4.866783342402455,0.518317422400612,-9.61155125062029,0.08452456599720026,0.8535072291235895,False
VO2max_ml_per_kg_per_min,Chitinase_3-like1,Group_8C vs Group_15C (Reference),97.9078088486434,0.05876187795899068,-3.625923120528654,199.44154081781545,0.2544094585609178,0.09907809576110904,-40.74047484908275,0.2794720389750941,-12.760544317459352,0.8371757074637631,57.16733399956065,0.10792862358167565,0.8535072291235895,False
Max_Watts_W,Chitinase_3-like1,Group_8C vs Group_15C (Reference),12.540102127829012,0.05880777069777721,-0.4667714582749536,25.54697571393298,0.2550150461829941,0.09980984747111787,-7.084598639454422,0.2227213461563815,-4.454123076920432,0.8079034097185409,5.455503488374591,0.08886023341402494,0.8535072291235895,False
Body_Fat__Percent,Chitinase_3-like1,Group_8C vs Group_15C (Reference),-137.994633786693,0.05930258549799245,-281.4053616647329,5.416094091346906,0.28289895045451463,0.13350289846587193,55.588374803432586,0.35306291266904766,-29.18099275040983,0.4329422071655764,-82.4062589832604,0.05019900022062074,0.8535072291235895,False
Max_Watts_W,TSLP,Group_8C vs Group_22C Contrast,-0.4082206618962416,0.06057123941131778,-0.8345806848820164,0.01813936108953318,0.18449305319097387,0.014595772605760171,-0.021200907029379188,0.8714807332295664,0.35958461538468645,0.06829373519398962,-0.04863604651155515,0.5959846968960445,0.8535072291235895,False
VO2max_ml_per_kg_per_min,TWEAK_per_TNFSF12,Group_8C vs Group_15C (Reference),6.902397362623141,0.06061510051251985,-0.30780514083773713,14.112599866084018,0.2460730781342504,0.08900496941221925,-4.758925760388091,0.10373281866733311,0.13540208293877232,0.9729483251425486,2.14347160223505,0.3366958447409196,0.8535072291235895,False
BMI_kg·m2,Osteocalcin,Group_22C vs Group_15C (Reference),-205.96573370750457,0.06094738883743656,-421.39365856556714,9.462191150557999,0.16938595532604295,-0.0036586373143647766,115.26393677261346,0.16862531238571787,-90.7017969348911,0.20275110138153218,119.81582470480977,0.6849415806464103,0.8535072291235895,False
Body_Density_kg_per_m3,Chitinase_3-like1,Group_8C vs Group_15C (Reference),59998.24324070062,0.06111743436212851,-2797.6423004668977,122794.12878186814,0.284100450062863,0.1349547104926262,-24694.434913795594,0.3473762310353403,12784.44889602773,0.428523696991697,35303.808326905026,0.054076138862889644,0.8535072291235895,False
